'category_name','category_path','category_description','ordering','file_url'
'Deauville Grand National 06/06 au 08/06','Deauville Grand National 06/06 au 08/06','[code_concours_ffe]201414001[/code_concours_ffe]','1',''
'24 Septembre','Deauville Grand National 06/06 au 08/06@24 Septembre','desc','2',''
'Préparatoire (1,20 m)','Deauville Grand National 06/06 au 08/06@24 Septembre@Préparatoire (1,20 m)','[code_epreuve_ffe]201414001/001[/code_epreuve_ffe]','3',''
'27 Septembre','Deauville Grand National 06/06 au 08/06@27 Septembre','desc','4',''
'Pro 1 Grand Prix (1,40 m)','Deauville Grand National 06/06 au 08/06@27 Septembre@Pro 1 Grand Prix (1,40 m)','[code_epreuve_ffe]201414001/005[/code_epreuve_ffe]','5',''
'Pro Elite Grand Prix (1,55 m) Grand Nat.','Deauville Grand National 06/06 au 08/06@27 Septembre@Pro Elite Grand Prix (1,55 m) Grand Nat.','[code_epreuve_ffe]201414001/009[/code_epreuve_ffe]','6',''
'Reconnaissance','Deauville Grand National 06/06 au 08/06@27 Septembre@Pro Elite Grand Prix (1,55 m) Grand Nat.@Reconnaissance','desc','7',''
'Pro 2 Vitesse (1,35 m)','Deauville Grand National 06/06 au 08/06@27 Septembre@Pro 2 Vitesse (1,35 m)','[code_epreuve_ffe]201414001/010[/code_epreuve_ffe]','8',''
'Reconnaissance','Deauville Grand National 06/06 au 08/06@27 Septembre@Pro 2 Vitesse (1,35 m)@Reconnaissance','desc','9',''
'Préparatoire (1,20 m)','Deauville Grand National 06/06 au 08/06@27 Septembre@Préparatoire (1,20 m)','[code_epreuve_ffe]201414001/001[/code_epreuve_ffe]','10',''
'Pro 2 Vitesse (1,30 m)','Deauville Grand National 06/06 au 08/06@27 Septembre@Pro 2 Vitesse (1,30 m)','[code_epreuve_ffe]201414001/002[/code_epreuve_ffe]','11',''
'28 Septembre','Deauville Grand National 06/06 au 08/06@28 Septembre','desc','12',''
'Pro Elite Grand Prix (1,55 m) Grand Nat.','Deauville Grand National 06/06 au 08/06@28 Septembre@Pro Elite Grand Prix (1,55 m) Grand Nat.','[code_epreuve_ffe]201414001/009[/code_epreuve_ffe]','13',''
'29 Septembre','Deauville Grand National 06/06 au 08/06@29 Septembre','desc','14',''
'Pro Elite Grand Prix (1,55 m) Grand Nat.','Deauville Grand National 06/06 au 08/06@29 Septembre@Pro Elite Grand Prix (1,55 m) Grand Nat.','[code_epreuve_ffe]201414001/009[/code_epreuve_ffe]','15',''
'Reconnaissance','Deauville Grand National 06/06 au 08/06@29 Septembre@Pro Elite Grand Prix (1,55 m) Grand Nat.@Reconnaissance','desc','16',''
'Amateur 2 Vitesse (1,10 m) (SO)','Deauville Grand National 06/06 au 08/06@29 Septembre@Amateur 2 Vitesse (1,10 m) (SO)','[code_epreuve_ffe]201414001/001[/code_epreuve_ffe]','17',''
'Pro 2 Vitesse (1,35 m)','Deauville Grand National 06/06 au 08/06@29 Septembre@Pro 2 Vitesse (1,35 m)','[code_epreuve_ffe]201414001/010[/code_epreuve_ffe]','18',''
'Grand National de CSO','Deauville Grand National 06/06 au 08/06@29 Septembre@Grand National de CSO','[code_epreuve_ffe]201414001/050[/code_epreuve_ffe]','19',''
'Reconnaissance','Deauville Grand National 06/06 au 08/06@29 Septembre@Grand National de CSO@Reconnaissance','desc','20',''
